UTC,Pack_count,IMUTemp,q0,q1,q2,q3,Roll,Pitch,Yaw,RollRate,PitchRate,YawRate,AccX,AccY,AccZ,RealAccX,RealAccY,RealAccZ,PosX,PosY,PosZ,Long,Lat,Height,VelX,VelY,VelZ,RSSI,SNR,
13:23:45:96,57094,31.75,0.9999   0.0047361   0.0052232   -0.012077,0.53547     0.60504     -1.3811,0.0010176   0.0044785   -0.001214,-0.00044155    0.016479   -0.012611,-0.10406     0.10767      9.7656,0  0  0,0  0  0,0  0  0,213,-36,
13:23:46:30,57095,31.75,0.9999   0.0046838   0.0052653   -0.011916,0.52952     0.60971     -1.3628,0.0017014   0.0030155 -0.00088596,0.002615  -0.0091019   0.0015488,-0.1012     0.08136      9.7813,0  0  0,0  0  0,0  0  0,213,-36,
13:23:46:64,57096,31.75,0.99991   0.0047521   0.0052128   -0.011809,0.53748     0.60373     -1.3504,0.0015287   0.0033264 -0.00026178,0.0065498 -0.00095797  -0.0067444,-0.096375    0.090881      9.7734,0  0  0,0  0  0,0  0  0,213,-36,
13:23:46:98,57097,31.75,0.99991   0.0047899   0.0051796   -0.011808,0.54186     0.59998     -1.3503,0.0017262   0.0033607 -0.00090933,-0.0032692  -0.0013809  -0.0063667,-0.10559    0.091003      9.7734,0  0  0,0  0  0,0  0  0,213,-36,
13:23:47:32,57098,31.7656,0.9999   0.0048656   0.0051273   -0.011878,0.55057     0.59412     -1.3584,0.0022049   0.0034084 -0.00020349,-0.0071564  -0.0075302   0.0028343,-0.1084    0.086365      9.7813,0  0  0,0  0  0,0  0  0,213,-36,
13:23:47:66,57099,31.7656,0.99991   0.0048626   0.0051326    -0.01179,0.55026     0.59467     -1.3483,0.00084257   0.0041885  -0.0005641,0.0031853    0.011322   -0.012726,-0.098511      0.1051      9.7656,0  0  0,0  0  0,0  0  0,213,-36,
13:23:48:00,57100,31.7656,0.99991    0.004866   0.0051137   -0.011677,0.55075     0.59245     -1.3353,0.0020752   0.0031624 -0.00096607,-0.0019035   0.0035877   -0.001421,-0.10309    0.097595      9.7813,0  0  0,0  0  0,0  0  0,213,-36,
13:23:48:34,57101,31.75,0.99991   0.0047907   0.0051778   -0.011707,0.54202     0.59972     -1.3388,-0.00026512   0.0055122 -0.00022078,-0.0045471  -0.0072861  -0.0034752,-0.10687      0.0849      9.7734,0  0  0,0  0  0,0  0  0,213,-36,
13:23:48:68,57102,31.75,0.9999   0.0047356   0.0052015    -0.01201,0.53549     0.60252     -1.3735,0.0037727   0.0026455  -0.0011482,0.004837    0.013748   -0.015381,-0.098083     0.10535      9.7656,0  0  0,0  0  0,0  0  0,213,-36,
13:23:49:02,57103,31.7656,0.9999   0.0046819   0.0052501   -0.011864,0.52935     0.60793     -1.3568,0.0015593   0.0032711 -0.00096416,-0.0084534  -0.0010519  -0.0063438,-0.11212     0.08905      9.7734,0  0  0,0  0  0,0  0  0,213,-36,
